ID,cidade,estado,lat,long
23098,Regina (Canada),SK,32.7199,-117.1805
23099,Stephens City,VA,39.0482,-78.2387
23100,Stamford,CT,41.0550,-73.5387
23101,Paradise Valley,AZ,33.5460,-111.9694
23102,Spring Hill,FL,28.4773,-82.6010
23103,Lakeland,FL,28.0427,-81.9066
23104,Adelaide (Australia),,32.7199,-117.1805
23105,Aurora,CO,39.7398,-104.8562
23106,Medford,OR,42.2569,-122.8968
23107,Olathe,KS,38.8815,-94.8187
23108,Providence/Johnston (between; traveling),RI,32.7199,-117.1805
23109,Brampton (Canada),ON,32.7199,-117.1805
23110,Fair Oaks,CA,38.6496,-121.2541
23111,Massillon,OH,40.8183,-81.4930
23112,Toronto (Canada),ON,32.7199,-117.1805
23113,New Plymouth (new Zealand),,32.7199,-117.1805
23114,Ropar (India),,32.7199,-117.1805
23115,Houston,TX,29.7634,-95.3634
23116,Clermont,FL,28.5196,-81.7483
23117,Albuquerque,NM,35.0846,-106.6516
23118,Lincoln (UK/England),,32.7199,-117.1805
23119,Blanchardstown (Ireland),,32.7199,-117.1805
23120,Playa del Carmen (Yucatan)(Mexico),,32.7199,-117.1805
23121,Wildomar,CA,33.6217,-117.2598
23122,Gresham,OR,45.5082,-122.4303
23123,Piscataway,NJ,40.5518,-74.4647
23124,Berwyn,IL,41.8287,-87.7898
23125,Glenpool,OK,35.9411,-96.0027
23126,New River,AZ,33.9264,-112.1207
23127,Surat (India),,32.7199,-117.1805
23128,Tessaloniki (Greece),,32.7199,-117.1805
23129,Brisbane (Australia),,32.7199,-117.1805
23130,Cabot,PA,40.7931,-79.7579
23131,Clearwater,FL,27.9790,-82.7830
23132,Mumbai (India),,32.7199,-117.1805
23133,Belfast (Northern Ireland),,32.7199,-117.1805
23134,Taylorsville,UT,32.7199,-117.1805
23135,Charlotte,NC,35.2287,-80.8458
23136,Duluth,GA,33.9906,-84.1531
23137,Philadelphia,PA,39.9525,-75.1644
23138,Cambridgeshire (UK/England),,32.7199,-117.1805
23139,Birmingham,AL,33.5208,-86.8027
23140,Florence Township,NJ,32.7199,-117.1805
23141,Elmira,NY,42.0749,-76.7272
23142,Shreveport,LA,32.5072,-93.7444
23143,West Fork (I-540; MM32),AR,32.7199,-117.1805
23144,Susquehanna,PA,41.9389,-75.6180
23145,Fresno,CA,36.8424,-119.8031
23146,Sweetwater,TN,35.5863,-84.4397
23147,Perth (Western Australia),,32.7199,-117.1805
23148,Hayden,ID,47.8003,-116.5842
23149,Beaverton,OR,45.4965,-122.7999
23150,Charlotte,NC,35.2287,-80.8458
23151,Logandale,NV,36.7022,-114.5098
23152,Miami,FL,25.7738,-80.1936
23153,Charleston,SC,32.7776,-79.9419
23154,Davie,FL,32.7199,-117.1805
23155,Russellville,TN,36.2588,-83.1825
23156,New Milford,CT,41.5873,-73.4158
23157,Ankeny,IA,41.7249,-93.5615
23158,,,32.7199,-117.1805
23159,Orangevale,CA,38.6844,-121.2252
23160,Orangevale,CA,38.6844,-121.2252
23161,Hermann,MO,38.6529,-91.5049
23162,Middlesex,NC,35.7877,-78.2033
23163,Littleton,CO,39.5979,-105.0147
23164,Cobble Hill (Canada),BC,32.7199,-117.1805
23165,Fullerton,CA,33.8768,-117.8931
23166,Hazlet,NJ,40.4238,-74.1743
23167,Belleville,IL,38.4649,-89.9709
23168,Fontana,CA,34.0600,-117.4400
23169,Brookfield (town of),WI,32.7199,-117.1805
23170,Taylorsville,UT,32.7199,-117.1805
23171,Miami,FL,25.7738,-80.1936
23172,Gun Barrel City,TX,32.7199,-117.1805
23173,Chester Heights,PA,39.8897,-75.4724
23174,Vancouver,WA,45.6988,-122.7198
23175,Pearl River,NY,41.0617,-74.0126
23176,Rochester,NY,43.1544,-77.6156
23177,Philipsburg,PA,40.8689,-78.1711
23178,Gainesville,FL,29.6396,-82.3215
23179,Garden Grove,CA,33.7886,-117.9277
23180,Concord,CA,37.9536,-122.0219
23181,Pinion Hills,CA,32.7199,-117.1805
23182,Plano,TX,33.0547,-96.7312
23183,Henderson,NV,35.9985,-114.9589
23184,Bremerton,WA,47.5943,-122.6265
23185,Perkasie,PA,40.3960,-75.2319
23186,Hollister,CA,36.8956,-121.1837
23187,Jupiter,FL,26.9369,-80.1354
23188,Texas City,TX,29.3787,-94.8856
23189,Orange Park,FL,30.1480,-81.7941
23190,Ensenada (Baja California)(Mexico),,32.7199,-117.1805
23191,Seattle,WA,47.6110,-122.3335
23192,Ninilchik,AK,60.0312,-151.4264
23193,Arlington,TX,32.6291,-97.1547
23194,Walla Walla,WA,46.1498,-118.3095
23195,Sunrise,FL,32.7199,-117.1805
23196,Elverta,CA,38.7402,-121.4595
23197,Coral Springs,FL,26.2585,-80.1633
23198,Geldrop (Netherlands),,32.7199,-117.1805
23199,Anaheim,CA,33.8478,-117.9573
23200,Hackensack,NJ,40.8861,-74.0463
23201,Gold Canyon,AZ,33.3594,-111.4403
23202,Johannesburg (South Africa),,32.7199,-117.1805
23203,Woodinville,WA,47.7690,-122.1303
23204,Southfield,MI,42.4661,-83.2889
23205,Sonoma,CA,38.2455,-122.4621
23206,Issaquah,WA,47.4964,-121.9909
23207,Camas,WA,45.6415,-122.3861
23208,Gresham,OR,45.5082,-122.4303
23209,Sunrise,FL,32.7199,-117.1805
23210,Lakeland,FL,28.0427,-81.9066
23211,Tehran (Iran),,32.7199,-117.1805
23212,Sunrise,FL,32.7199,-117.1805
23213,Des Moines,IA,41.6006,-93.6087
23214,Mauldin,SC,34.7774,-82.3051
23215,Corona,CA,33.8754,-117.5659
23216,Lowell,MI,42.9646,-85.3763
23217,New York City (Brooklyn),NY,32.7199,-117.1805
23218,Boulder,CO,40.0480,-105.2068
23219,Garden Grove,CA,33.7886,-117.9277
23220,Guilderland,NY,42.6998,-73.9051
23221,Cary,NC,35.7596,-78.7795
23222,Sugar Grove,IL,41.7762,-88.4629
23223,Hagerstown,MD,39.6290,-77.7155
23224,Cook,MN,47.8476,-92.9566
23225,Mesa,AZ,33.4432,-111.8553
23226,Sutherlin,OR,43.4155,-123.1285
23227,Sheffield,,32.7199,-117.1805
23228,Richmond,IN,39.8462,-84.9040
23229,Raymond,NH,43.0320,-71.1960
23230,Tehran (Iran),,32.7199,-117.1805
23231,St. Cloud,FL,32.7199,-117.1805
23232,Bristol,TN,36.5374,-82.0760
23233,Russellville,AL,34.5404,-87.8803
23234,Alpharetta,GA,34.1286,-84.2949
23235,Ormond Beach,FL,29.2856,-81.0563
23236,Ainsworth,IA,41.3372,-91.5514
23237,Terre Haute,IN,39.4668,-87.4112
23238,Cherry Hill,NJ,39.9288,-75.0243
23239,Garrett,KY,37.4771,-82.8339
23240,Montevallo,AL,33.1094,-86.8940
23241,Hendersonville,TN,36.3454,-86.6017
23242,Williamburg,VA,32.7199,-117.1805
23243,St. Cloud,FL,32.7199,-117.1805
23244,Centennial,CO,32.7199,-117.1805
23245,Mesa,AZ,33.4432,-111.8553
23246,Jupiter,FL,26.9369,-80.1354
23247,Canton,MI,42.3291,-83.4879
23248,Kemah,TX,29.5351,-95.0327
23249,Puyallup,WA,47.2068,-122.3311
23250,Lakeland,FL,28.0427,-81.9066
23251,Allahabad (India),,32.7199,-117.1805
23252,Albuquerque,NM,35.0846,-106.6516
23253,Commack,NY,40.8395,-73.2806
23254,Inver Grove Heights,MN,44.8295,-93.0356
23255,Sunrise,FL,32.7199,-117.1805
23256,Rochester,MN,44.0751,-92.5124
23257,Coto de Caza,CA,32.7199,-117.1805
23258,Toluca Lake,CA,34.1722,-118.3782
23259,Hillsville,NC,32.7199,-117.1805
23260,Fort Mill,SC,34.9900,-80.8518
23261,Kuala Lumpur (Malaysia),,32.7199,-117.1805
23262,Landrum,SC,35.1313,-82.2515
23263,Milford,OH,39.1628,-84.2313
23264,Birmingham (UK/Birmingham),,32.7199,-117.1805
23265,Brandon,VT,43.8405,-73.0923
23266,Tampa,FL,27.9475,-82.4588
23267,Lennox Head (Australia),,32.7199,-117.1805
23268,Yuma,AZ,32.7074,-114.6801
23269,Cumming,GA,34.2868,-84.1728
23270,Jacksonville,FL,30.3383,-81.7706
23271,Los Lunas/Albuqerque,NM,32.7199,-117.1805
23272,Moncure,NC,35.6148,-79.0633
23273,Greenacres,FL,26.6214,-80.0578
23274,Davie,FL,32.7199,-117.1805
23275,St. Matthews,SC,32.7199,-117.1805
23276,Pomona,CA,34.0390,-117.7608
23277,Beaver Dam,AZ,32.7199,-117.1805
23278,San Bernardino,CA,34.1040,-117.2925
23279,Redlands,CA,33.9991,-117.1490
23280,Everett/Snohomish,WA,32.7199,-117.1805
23281,Carson,CA,33.8262,-118.2589
23282,Pilot hill,CA,32.7199,-117.1805
23283,Yakima,WA,46.6748,-120.3368
23284,Boynton Beach,FL,26.5253,-80.0668
23285,Boynton Beach,FL,26.5253,-80.0668
23286,Shirley,MA,42.5795,-71.6445
23287,San Angelo,TX,31.5470,-100.5609
23288,Glengarry (Canada),ON,32.7199,-117.1805
23289,Anderson,SC,34.4909,-82.6086
23290,Salt Lake City,UT,40.7566,-111.9012
23291,Layton,UT,41.0761,-111.8922
23292,Houma,LA,29.5989,-90.8220
23293,Mountain Brook,AL,32.7199,-117.1805
23294,Frankfort,KY,38.2326,-84.8983
23295,Vista,CA,33.1631,-117.2475
23296,Dieppe (Canada),NB,32.7199,-117.1805
23297,Simi Valley,CA,34.2707,-118.7905
23298,Kingston,NY,41.9334,-74.0628
23299,Washington Court House,OH,39.5416,-83.4507
23300,Panchkula (HaryanaZ) (India),,32.7199,-117.1805
23301,Durand,MI,42.8966,-84.0073
23302,Springfield,OH,39.9242,-83.8087
23303,Albuquerque,NM,35.0846,-106.6516
23304,Thodupuzha (India),,32.7199,-117.1805
23305,East Haven,CT,41.2835,-72.8663
23306,Bartonsville,PA,41.0161,-75.2942
23307,Erawan (Muang Loei)(Thailand),,32.7199,-117.1805
23308,Wenatchee,WA,47.4520,-120.3308
23309,Salt Lake City,UT,40.7566,-111.9012
23310,Windom,KS,38.3989,-97.8798
23311,Enterprise,UT,37.5152,-113.8228
23312,Walnut Creek,CA,37.8700,-122.0705
23313,Rothesay (Canada),NB,32.7199,-117.1805
23314,Crouse,NC,35.4172,-81.3365
23315,Medford,MA,42.4036,-71.1202
23316,Medford,MA,42.4036,-71.1202
23317,Turlock,CA,37.4779,-120.8607
23318,Kingsport,TN,36.5134,-82.5536
23319,St. Helens,OR,32.7199,-117.1805
23320,Chesterfield,MO,38.6348,-90.6689
23321,Lacy Springs,AL,32.7199,-117.1805
23322,Hudson,NH,42.7618,-71.4126
23323,Fort Lauderdale,FL,26.1211,-80.1272
23324,Peoria,AZ,33.5735,-112.2596
23325,Sarasota,FL,27.3364,-82.5308
23326,Ipswich (UK/England),,32.7199,-117.1805
23327,Front Royal,VA,38.9224,-78.1726
23328,Modesto,CA,37.6677,-121.0148
23329,Albuquerque,NM,35.0846,-106.6516
23330,Albuquerque,NM,35.0846,-106.6516
23331,Fort Wayne,IN,41.1306,-85.1289
23332,Page,AZ,36.8036,-111.2039
23333,Turlock,CA,37.4779,-120.8607
23334,Turlock,CA,37.4779,-120.8607
23335,Napa,CA,38.5297,-122.2795
23336,Oregon City,OR,45.3236,-122.5232
23337,Kaimuki,HI,32.7199,-117.1805
23338,Laytonville,CA,39.7476,-123.4821
23339,Tucson,AZ,32.2179,-110.9686
23340,Toronto (Canada),,32.7199,-117.1805
23341,Port St. Lucie,FL,32.7199,-117.1805
23342,Raeford,NC,34.9787,-79.2470
23343,Sunrise,FL,32.7199,-117.1805
23344,Augusta,GA,33.4258,-81.9582
23345,Punta Gorda,FL,26.9124,-82.0340
23346,Temecula,CA,33.4939,-117.1475
23347,Wellington,FL,26.6383,-80.2372
23348,Topping,VA,37.5930,-76.4540
23349,Wellington,FL,26.6383,-80.2372
23350,Ward Cove,AK,55.4104,-131.7237
23351,Honolulu,HI,21.3069,-157.8584
23352,Ottawa (Canada),ON,32.7199,-117.1805
23353,Montreal (Quebec)(Canada),QC,32.7199,-117.1805
23354,Sunrise,FL,32.7199,-117.1805
23355,Niles,MI,41.8437,-86.2513
23356,Jacksonville,NC,34.7295,-77.4984
23357,West Palm Beach,FL,26.7197,-80.0695
23358,Modesto,CA,37.6677,-121.0148
23359,Golden Meadow,LA,29.2729,-90.2163
23360,Albuquerque,NM,35.0846,-106.6516
23361,Wahcantt (Pakistan),,32.7199,-117.1805
23362,Rochester,NY,43.1544,-77.6156
23363,Riverdale,GA,33.5525,-84.3983
23364,Elizabeth,IN,38.1042,-85.9851
23365,Middlesex,NY,42.7012,-77.2620
23366,Phoenix,AZ,33.4486,-112.0733
23367,Butte,AK,32.7199,-117.1805
23368,Perth (Australia),,32.7199,-117.1805
23369,Arlington,VA,38.8866,-77.0947
23370,Rock Hill,SC,34.8857,-81.0209
23371,Mira Loma,CA,33.9895,-117.5316
23372,Coral Springs,FL,26.2585,-80.1633
23373,Riva,MD,38.9498,-76.5871
23374,Miami,FL,25.7738,-80.1936
23375,Patchogue,NY,40.7371,-72.9002
23376,Portland,ME,43.6608,-70.2613
23377,Melkbosstrand (South Africa),,32.7199,-117.1805
23378,Davie,FL,32.7199,-117.1805
23379,Lynchburg,VA,37.3597,-79.1570
23380,Acworth,GA,34.0321,-84.7026
23381,Sacramento,CA,38.5819,-121.4935
23382,South Bend,WA,46.5796,-123.7932
23383,Arlington,VA,38.8866,-77.0947
23384,Tampa,FL,27.9475,-82.4588
23385,Everett,PA,39.9658,-78.3719
23386,Garner,NC,35.6466,-78.5757
23387,Apollo Beach,FL,27.7642,-82.4010
23388,,PA,32.7199,-117.1805
23389,Anchorage,AK,61.2225,-149.8677
23390,Middletown,CT,41.5495,-72.6518
23391,Palm City,FL,27.0980,-80.3193
23392,Fort Wayne,IN,41.1306,-85.1289
23393,Pittsburgh,PA,40.4739,-79.9559
23394,Vancouver,WA,45.6988,-122.7198
23395,Imperial,MO,38.3959,-90.4229
23396,Gorham,ME,43.7154,-70.4623
23397,Dover,FL,27.9745,-82.2177
23398,Canandaigua,NY,42.8304,-77.3151
23399,Winslow Township,NJ,32.7199,-117.1805
23400,Bentleyville (3-5 miles east of; on I-70),PA,32.7199,-117.1805
23401,Evansville,IN,37.9744,-87.5555
23402,Davie,FL,32.7199,-117.1805
23403,Salem,OR,44.9586,-123.0026
23404,Schenectady,NY,42.8148,-73.9393
23405,Westfield,NJ,40.6532,-74.3461
23406,Huntsville,AL,34.7114,-86.5493
23407,Ocean Shores,WA,47.0120,-124.1432
23408,Rochester,NY,43.1544,-77.6156
23409,Saco,ME,43.5340,-70.4620
23410,Princeton,WV,37.3326,-80.9702
23411,Wilmington,OH,39.4534,-83.8242
23412,Claremore,OK,36.3941,-95.5717
23413,Hixson,TN,35.1706,-85.2045
23414,Kamloops (Canada),BC,32.7199,-117.1805
23415,Chicago Heights,IL,41.5138,-87.5997
23416,Attica,NY,42.8324,-78.2997
23417,Montgomery/Millbrook,AL,32.7199,-117.1805
23418,Springfield,MA,42.1057,-72.5981
23419,Glenelg,MD,39.2607,-77.0176
23420,Clayton,GA,34.8952,-83.3800
23421,Butler,IN,41.4231,-84.8853
23422,Boise,ID,43.6139,-116.2025
23423,Albany,OH,39.1951,-82.2122
23424,Murfreesboro,TN,35.7752,-86.3311
23425,Decatur,AL,34.6209,-87.0137
23426,Nashville,TN,36.1660,-86.7732
23427,Winston-Salem,NC,32.7199,-117.1805
23428,Albert Lea,MN,43.6807,-93.2889
23429,Stedman,NC,35.0329,-78.6989
23430,Churchton,MD,38.8073,-76.5280
23431,Scott Depot,WV,38.4499,-81.8946
23432,Waynesburg,PA,39.8785,-80.2073
23433,Monument,CO,39.0903,-104.8452
23434,Benton,MO,37.0894,-89.5263
23435,New Hope,MN,32.7199,-117.1805
23436,Stout,OH,38.6619,-83.2632
23437,El Cajon,CA,32.7797,-116.8775
23438,Fresno,CA,36.8424,-119.8031
23439,Noblesville,IN,40.0712,-85.9486
23440,Washington Court House,OH,39.5416,-83.4507
23441,El Cajon,CA,32.7797,-116.8775
23442,Hillsboro,OH,39.1654,-83.5745
23443,Tucson,AZ,32.2179,-110.9686
23444,Grove City,OH,39.8640,-83.1289
23445,Danbury,CT,41.3787,-73.4721
23446,Albuquerque,NM,35.0846,-106.6516
23447,Macclesfield (Cheshire) (UK/England),,32.7199,-117.1805
23448,Cuiaba (Brazil),,32.7199,-117.1805
23449,Seattle,WA,47.6110,-122.3335
23450,Liberty County (rural area in),MT,32.7199,-117.1805
23451,Taunton,MA,41.9099,-71.1189
23452,Milpitas,CA,37.4220,-121.8166
23453,Mesa,AZ,33.4432,-111.8553
23454,Frederick,MD,39.4642,-77.3384
23455,Phoenix,AZ,33.4486,-112.0733
23456,Perth (Port Kennedy) (Australia),,32.7199,-117.1805
23457,Firebaugh (near),CA,32.7199,-117.1805
23458,Kailua Kona,HI,19.7116,-155.8930
23459,Breckenridge,TX,32.7360,-98.8358
23460,Evanston,WY,41.2880,-110.7625
23461,Mokena/Matteson,IL,32.7199,-117.1805
23462,Evansville,IN,37.9744,-87.5555
23463,Casper,WY,43.0662,-106.3940
23464,Ft. Wayne,IN,32.7199,-117.1805
23465,Smithsburg,MD,39.6474,-77.5746
23466,Philadelphia,PA,39.9525,-75.1644
23467,Philadelphia,PA,39.9525,-75.1644
23468,Belcamp,MD,39.4753,-76.2373
23469,Draper,UT,40.4930,-111.8703
23470,West Chester (near),PA,32.7199,-117.1805
23471,San Jose,CA,37.3435,-121.8887
23472,East Tawas,MI,44.3466,-83.4780
23473,Blythe,CA,33.5843,-114.6263
23474,Fresno,CA,36.8424,-119.8031
23475,Salem,NH,42.7950,-71.2256
23476,In flight (southern U.S.),TX,32.7199,-117.1805
23477,Sacramento,CA,38.5819,-121.4935
23478,Briceville,TN,36.1559,-84.3047
23479,Browns Summit,NC,36.2057,-79.6758
23480,Palm City,FL,27.0980,-80.3193
23481,Orlando,FL,28.5446,-81.3745
23482,Los Angeles,CA,33.9736,-118.2479
23483,Cape Girardeau,MO,37.3382,-89.5908
23484,Balboa Island,CA,32.7199,-117.1805
23485,Antelope,CA,38.7152,-121.3561
23486,Temple City,CA,34.1031,-118.0509
23487,Kilmarnock,VA,37.7391,-76.3515
23488,Atlanta,GA,33.7486,-84.3884
23489,Albuquerque,NM,35.0846,-106.6516
23490,Indianapolis,IN,39.7757,-86.1096
23491,Latham,NY,42.7553,-73.7809
23492,Fritch,TX,35.6757,-101.5448
23493,Levittown,NY,40.7235,-73.5173
23494,Ballston Spa,NY,43.0044,-73.8680
23495,Ketchum,ID,43.7930,-114.6251
23496,Loganville,GA,33.8094,-83.8893
23497,Williston,VT,44.4244,-73.0871
23498,Victorville,CA,34.4779,-117.4036
23499,Anchorage,AK,61.2225,-149.8677
23500,Olean,NY,42.0822,-78.4162
23501,Brandon,FL,27.9378,-82.2861
23502,West Deptford,NJ,39.8233,-75.1302
23503,Parker,CO,39.4894,-104.7688
23504,Winter Park,FL,28.6002,-81.3584
23505,San Diego,CA,32.7199,-117.1805
23506,Dracut,MA,42.6926,-71.3090
23507,Quakertown,PA,40.4589,-75.3237
23508,Newport Beach,CA,33.6187,-117.9283
23509,New York City (Bronx),NY,32.7199,-117.1805
23510,Tunkhannock,PA,41.5178,-75.9421
23511,Fond du Lac,WI,32.7199,-117.1805
23512,Minnetonka,MN,44.9191,-93.4834
23513,Harpers Ferry,WV,39.2684,-77.7896
23514,Grenville,SC,32.7199,-117.1805
23515,Wilton,ME,44.6327,-70.2663
23516,Beaverton,OR,45.4965,-122.7999
23517,Burke,VT,32.7199,-117.1805
23518,Charlottesville,VA,38.0964,-78.5569
23519,Jeffersonville,VT,44.6410,-72.8135
23520,Philadelphia,PA,39.9525,-75.1644
23521,Manchester,NH,42.9884,-71.4655
23522,Boca Raton,FL,26.3583,-80.0834
23523,Thurmond,WV,37.9472,-81.0555
23524,Las Vegas,NV,36.1736,-115.1264
23525,Stockton,CA,37.9578,-121.2897
23526,Chico,CA,39.7432,-121.8397
23527,Punt Gorda,FL,32.7199,-117.1805
23528,Stockton,CA,37.9578,-121.2897
23529,Shediac Cape (Canada),NB,32.7199,-117.1805
23530,Williston,VT,44.4244,-73.0871
23531,Dothan,AL,31.1462,-85.4124
23532,Virginia Beach,VA,36.8598,-75.9812
23533,Collierville,TN,35.0911,-89.6586
23534,Jacksonville,FL,30.3383,-81.7706
23535,Sacramento (east),CA,32.7199,-117.1805
23536,Miami,OK,36.8785,-94.8680
23537,Brownsmills,NJ,32.7199,-117.1805
23538,Fresno,CA,36.8424,-119.8031
23539,"Washington, D.C.",DC,32.7199,-117.1805
23540,Savannah,MO,39.9303,-94.8270
23541,Wahiawa,HI,21.5058,-158.0233
23542,Southampton,MA,42.2306,-72.7410
23543,Ada,OK,34.8227,-96.7530
23544,Lafayette,IN,40.4176,-86.8878
23545,Scranton,PA,41.4088,-75.6626
23546,Hopewell Junction,NY,41.5485,-73.7796
23547,Oakland,CA,37.7770,-122.2159
23548,Peoria,AZ,33.5735,-112.2596
23549,Palmer,AK,61.6060,-148.9098
23550,Stoney Beach,MD,32.7199,-117.1805
23551,Glenwood,NY,42.5974,-78.6345
23552,New Orleans,LA,29.9582,-90.0767
23553,Raleigh,NC,35.7752,-78.6343
23554,Avon,CT,41.7916,-72.8545
23555,Thousand Oaks,CA,34.1707,-118.8364
23556,Piqua,OH,40.1734,-84.2178
23557,Orlando,FL,28.5446,-81.3745
23558,Castle Rock,CO,39.3039,-104.8215
23559,Eastvale,CA,32.7199,-117.1805
23560,Kennett Square,PA,39.8649,-75.7160
23561,Santo Domingo (Dominican Republic),,32.7199,-117.1805
23562,Monroe,OH,39.4444,-84.3622
23563,(City not specified),MO,32.7199,-117.1805
23564,Winter Park,FL,28.6002,-81.3584
23565,Newark (I-95; near PA border),DE,32.7199,-117.1805
23566,Winter Park (Orlando),FL,32.7199,-117.1805
23567,Monrovia,CA,34.1535,-117.9741
23568,Sun City West,AZ,33.6743,-112.3653
23569,Bend,OR,44.0868,-121.2574
23570,La Porte,IN,41.6218,-86.7393
23571,Fresno,CA,36.8424,-119.8031
23572,Lansdale,PA,40.2263,-75.2933
23573,Shelby,NC,35.3644,-81.5682
23574,Arlington,VA,38.8866,-77.0947
23575,Grand Rivers,,32.7199,-117.1805
23576,Stockbridge,GA,33.5551,-84.1875
23577,Daytona Beach,FL,29.1930,-81.0533
23578,Scottsville,VA,37.8027,-78.4868
23579,Cornell,CA,32.7199,-117.1805
23580,Anchorage,AK,61.2225,-149.8677
23581,Las Vegas,NV,36.1736,-115.1264
23582,Venice,CA,33.9942,-118.4637
23583,Porterville,CA,35.9944,-118.8775
23584,Saint Cloud,FL,28.2409,-81.2888
23585,Tehama,CA,40.0216,-122.1289
23586,Orlando,FL,28.5446,-81.3745
23587,Asheville,NC,35.5901,-82.5582
23588,Gila Bend,AZ,32.9314,-112.7344
23589,Queretaro (Mexico),,32.7199,-117.1805
23590,Vero Beach,FL,27.6414,-80.4022
23591,Aguadilla (Puerto Rico),,32.7199,-117.1805
23592,Broomall,PA,39.9763,-75.3644
23593,Fountain,CO,38.6663,-104.6499
23594,Seffner,FL,27.9906,-82.2811
23595,Orlando,FL,28.5446,-81.3745
23596,Riverbank,CA,37.7327,-120.9475
23597,Wilmington,DE,39.7205,-75.5175
23598,Savannah,GA,32.0758,-81.0756
23599,Maricopa,AZ,33.0753,-112.0330
23600,Fowler,IN,40.5992,-87.3113
23601,Lithia,FL,27.7767,-82.1616
23602,Houston,TX,29.7634,-95.3634
23603,Bakersfield,CA,35.3879,-119.0236
23604,Moncks Corner,SC,33.1520,-80.0160
23605,Maricopa,AZ,33.0753,-112.0330
23606,Tucson,AZ,32.2179,-110.9686
23607,Monterey Bay,CA,32.7199,-117.1805
23608,Huntingtown,MD,38.6101,-76.5989
23609,Raleigh,NC,35.7752,-78.6343
23610,Wirtz,VA,37.0819,-79.7867
23611,Moneta,VA,37.1723,-79.6268
23612,Columbia,SC,33.9866,-81.0248
23613,Tulsa,OK,36.1537,-95.9926
23614,Augusta,GA,33.4258,-81.9582
23615,Boise,ID,43.6139,-116.2025
23616,Mukwonago,WI,42.8885,-88.3431
23617,Albuquerque,NM,35.0846,-106.6516
23618,Anchorage,AK,61.2225,-149.8677
23619,Helena,MT,46.5290,-112.1225
23620,Palm City,FL,27.0980,-80.3193
23621,Palm City,FL,27.0980,-80.3193
23622,Philadelphia,PA,39.9525,-75.1644
23623,Fallbrook,CA,33.3943,-117.2964
23624,Lame Deer,MT,45.5330,-106.4986
23625,Mardela Springs,MD,38.4739,-75.7725
23626,Wentzville,MO,38.7901,-90.8484
23627,Chandler,IN,38.0729,-87.4042
23628,Richmond,IN,39.8462,-84.9040
23629,Tucson,AZ,32.2179,-110.9686
23630,Chicago,IL,41.85,-87.65
23631,Torquay (UK/England),,32.7199,-117.1805
23632,Houston,TX,29.7634,-95.3634
23633,Warr acres,OK,32.7199,-117.1805
23634,Cape Canaveral,FL,28.4024,-80.6149
23635,Tampa,FL,27.9475,-82.4588
23636,Toney,AL,34.8974,-86.7094
23637,Toney,AL,34.8974,-86.7094
23638,Lihue,HI,21.9855,-159.4177
23639,Danville,CA,37.8101,-121.9110
23640,Fairmont,WV,39.4812,-80.0994
23641,selinsgrove,PA,32.7199,-117.1805
23642,Pembroke,MA,42.0649,-70.7986
23643,Hopewell,VA,37.2746,-77.2257
23644,Dallas,TX,32.7877,-96.7999
23645,Salt Lake City,UT,40.7566,-111.9012
23646,Boise,ID,43.6139,-116.2025
23647,Collegeville,PA,40.1870,-75.4267
23648,Beaverbank (Canada),NS,32.7199,-117.1805
23649,Little Rock,,32.7199,-117.1805
23650,Decatur,AL,34.6209,-87.0137
23651,Milwaukie,OR,32.7199,-117.1805
23652,Fresno,CA,36.8424,-119.8031
23653,Keaton Beach,FL,32.7199,-117.1805
23654,Bowie,MD,38.9926,-76.7389
23655,Huntsville (Canada),ON,32.7199,-117.1805
23656,Winter Park,FL,28.6002,-81.3584
23657,Atwater,CA,37.2931,-120.6460
23658,Cusseta & Fairfax,AL,32.7199,-117.1805
23659,Unspecified city,OK,32.7199,-117.1805
23660,Surprise,AZ,33.6513,-112.3764
23661,Pismo,CA,32.7199,-117.1805
23662,Woodland,WA,45.9402,-122.5960
23663,Bangalore (India),,32.7199,-117.1805
23664,Cambria,CA,35.5847,-120.9943
23665,Elk Grove,CA,38.4430,-121.2993
23666,Dorset (UK/England),,32.7199,-117.1805
23667,Edison,NJ,40.5192,-74.3968
23668,Stockton,CA,37.9578,-121.2897
23669,Lantana,FL,32.7199,-117.1805
23670,Custer,WI,44.5827,-89.3995
23671,Quartzite,AZ,32.7199,-117.1805
23672,Sacramento,CA,38.5819,-121.4935
23673,Siauliai (Lithuania),,32.7199,-117.1805
23674,Sequim,WA,48.0258,-123.0618
23675,Boynton Beach,FL,26.5253,-80.0668
23676,St. Norbert (Canada),MB,32.7199,-117.1805
23677,Palm City,FL,27.0980,-80.3193
23678,Lakeland,FL,28.0427,-81.9066
23679,Ford,VA,37.1633,-77.7514
23680,Webster,MA,42.0582,-71.8481
23681,Las Vegas,NV,36.1736,-115.1264
23682,Perry,GA,32.4376,-83.7197
23683,Pasadena,MD,39.1253,-76.5121
23684,Wabash,IN,40.7858,-85.7917
23685,Juno Beach,FL,32.7199,-117.1805
23686,Rancho Cucamonga,CA,34.1464,-117.5911
23687,Arvada,CO,39.8028,-105.0869
23688,Shoreview,MN,32.7199,-117.1805
23689,Potzberg,,32.7199,-117.1805
23690,Lake Ft Phantom,TX,32.7199,-117.1805
23691,Gray Court,SC,34.5731,-82.1221
23692,City of Industry,CA,32.7199,-117.1805
23693,Santa Ana,CA,33.7468,-117.8554
23694,Clearwater,FL,27.9790,-82.7830
